301.502	0.14774
307.433	0.12889
312.516	0.11355
316.327	0.10003
322.684	0.09074
329.04	0.07994
334.124	0.07182
340.906	0.06643
347.261	0.05853
352.345	0.05206
359.549	0.046319
367.177	0.040807
372.68	0.033251
378.187	0.029009
384.119	0.025556
392.596	0.022959
399.376	0.020625
411.673	0.019841
420.575	0.018354
427.782	0.017483
435.837	0.016491
449.833	0.016821
456.619	0.016988
466.375	0.017841
474.433	0.018018
485.889	0.020261
494.8	0.022782
497.35	0.025364
503.72	0.030833
512.635	0.037483
518.579	0.043821
523.674	0.049752
533.856	0.0538
543.191	0.05991
553.798	0.06671
561.013	0.07574
569.073	0.07954
577.987	0.09391
583.082	0.10766
588.603	0.12586
592.429	0.1545
596.678	0.18598
603.475	0.23738
609.847	0.29714
622.15	0.33089
634.025	0.33421
647.174	0.35101
657.781	0.39085
667.541	0.44815
678.144	0.45263
684.931	0.46614
697.238	0.5558
706.15	0.6435
712.52	0.7746
718.044	0.9696
722.719	1.2136
726.12	1.4609
729.1	1.8829
736.318	2.2447
745.655	2.5989
757.955	2.7295
769.406	2.7301
779.155	2.4528
787.634	2.2912
795.264	2.1613
799.928	2.0787
