349.79	47.85
353.64	50.348
357.77	53.677
358.9	56.957
360.84	59.747
363.6	62.587
364.73	65.867
367.49	68.511
372.16	71.547
379.55	73.311
388.04	75.566
389.98	78.307
393.56	80.756
396.04	82.91
402.07	85.653
413.29	87.811
424.51	89.675
437.09	91.686
446.94	93.451
463.61	93.996
477.26	93.56
490.64	93.859
504.84	93.081
513.56	91.224
526.93	90.348
540.04	89.961
555.87	88.792
570.6	87.232
583.69	85.132
595.13	82.738
604.66	79.903
611.47	77.8
618.26	74.328
623.41	70.806
628.56	66.99
634.26	63.224
638.59	59.652
641.01	55.983
644.53	52.264
647.49	48.399
649.08	43.897
650.15	41.009
651.74	36.458
653.33	31.76
654.92	27.405
655.97	23.098
657.03	19.428
658.08	15.562
658.85	10.766
660.99	6.753
662.33	3.572
665.85	1.273
677.59	0.201
690.7	0.255
705.99	0.26
