299.901	1.1576
309.646	0.9526
318.117	0.7538
325.319	0.645
331.674	0.5572
338.03	0.50058
347.776	0.42004
356.252	0.37369
365.572	0.29573
372.348	0.24572
376.583	0.21647
384.635	0.19071
391.417	0.1747
399.471	0.1632
407.526	0.15394
419.822	0.14522
430.847	0.13969
440.177	0.13972
449.931	0.13975
458.837	0.14252
468.166	0.13844
479.612	0.12683
489.788	0.12081
496.994	0.11176
508.023	0.11737
517.356	0.12692
522.448	0.13459
528.381	0.12209
531.776	0.12946
538.985	0.12822
548.74	0.13077
559.771	0.14562
569.526	0.14852
576.318	0.17028
588.202	0.20904
592.029	0.26422
599.675	0.34057
607.318	0.41807
618.347	0.44772
630.648	0.47021
637.433	0.46571
648.038	0.49389
660.765	0.5446
673.915	0.5833
690.879	0.5892
696.822	0.6625
704.89	0.8456
711.685	1.038
718.904	1.2618
724.431	1.7077
730.377	2.0557
733.778	2.4989
743.541	3.0379
752.45	3.1903
759.233	3.0388
769.836	3.1297
779.588	2.9523
790.185	2.6524
798.663	2.4299
