0	9.4217
2.0042	9.4221
3.9302	9.412
6.8974	9.4126
10.9318	9.4029
14.6278	9.3932
19.0265	9.3731
23.165	9.3634
26.5747	9.3642
27.5117	9.3644
28.6049	9.3541
29.7762	9.3543
30.9474	9.323
31.8064	9.3022
32.5872	9.2498
33.1338	9.2183
33.7064	9.1869
34.1489	9.1134
34.6694	9.0504
35.164	8.9874
35.6065	8.9349
36.0489	8.8719
36.4914	8.7984
36.9079	8.7144
37.3503	8.5988
37.7408	8.5043
38.1832	8.3887
38.4956	8.2941
38.8339	8.1785
39.1723	8.0524
39.5107	7.9158
39.849	7.7476
40.1093	7.632
40.4477	7.4848
40.6559	7.3587
40.9162	7.2115
41.2546	7.0329
41.5669	6.8331
41.8272	6.6439
42.0875	6.4126
42.3217	6.1919
42.582	5.9711
42.8423	5.6978
43.0505	5.4665
43.2067	5.2141
43.4669	4.8462
43.7272	4.5202
43.9355	4.1628
44.1437	3.7632
44.43	3.4163
44.5862	3.0062
44.7683	2.6487
44.9245	2.2597
45.1067	1.8917
45.2369	1.4922
45.393	1.0821
45.4971	0.7141
45.5752	0.3356
45.7054	0.0412
